key,text
card.evg_company_orders_04.left_outcome,"""Excellent. Regrettably few say so."""
card.evg_company_orders_04.right,The town is not an asset
card.evg_company_orders_04.right_outcome,"""The Board's view differs. I shall note yours."""
card.evg_company_orders_05.text,"I shouldn't, but: a wire came for Vosk, not you, and it said 'CONTAIN' and then your name. Just that. I sent it on. I'm telling you because I like you. Please don't tell her I like you."
card.evg_company_orders_05.left,Thank him; say nothing
card.evg_company_orders_05.left_outcome,You watch Vosk at supper. She eats as she always eats.
card.evg_company_orders_05.right,Tell him to stop reading wires
card.evg_company_orders_05.right_outcome,"""I can't. It's the job. The reading's the job."""
card.evg_company_orders_06.text,COMPANY TO KEEPER STOP CONFIRM RESERVOIR LEVELS NORMAL FOR SEASON STOP REPLY BY RETURN STOP
card.evg_company_orders_06.left,CONFIRMED
card.evg_company_orders_06.left_outcome,You did not check. Nobody expects you to have checked.
card.evg_company_orders_06.right,UNABLE TO CONFIRM STOP AQUEDUCT LOW
card.evg_company_orders_06.right_outcome,"Silence. Then Vosk, at your door, not smiling."
card.evg_company_orders_07.text,"The Board has asked me to remind Keepers that fraternizing with the boat-clans is 'discouraged'. I do not make these rules, Keeper. I do pass them on, with a certain vigor."
card.evg_company_orders_07.left,Understood
card.evg_company_orders_07.left_outcome,Bram hears of it by nightfall. He hears of everything.
card.evg_company_orders_07.right,Discouraged is not forbidden
card.evg_company_orders_07.right_outcome,"""A lawyer's answer, Keeper. I shall pretend I did not hear it."""
card.evg_company_orders_08.text,"Quarterly inspection. I will need the Book, the chest, the keys and two hours. You will find it goes faster if you do not watch."
card.evg_company_orders_08.left,Leave her to it
card.evg_company_orders_08.left_outcome,"Two hours. ""Noted."" Nothing more."
card.evg_company_orders_08.right,Watch anyway
card.evg_company_orders_08.right_outcome,Two hours and a half. She notes that you watched.
card.evg_company_orders_09.text,"The Board would like the Keeper to sign a statement that the summit's water supply is 'adequate and well managed'. It is a formality. Regrettably, formalities are what the Board runs on."
card.evg_company_orders_09.left,Sign it
card.evg_company_orders_09.left_outcome,"Your name, under a sentence you did not write, about water you do not understand."
card.evg_company_orders_09.right,Ask to read the supply figures first
card.evg_company_orders_09.right_outcome,"""They are in Ardent. Regrettably."" He does not press. He remembers."
card.evg_company_orders_10.text,You'll never guess who's asked for a copy of your traffic wires. The Sorrel Courier. In strictest confidence I can say I haven't sold them. In strictest confidence I could.
card.evg_company_orders_10.left,Don't
card.evg_company_orders_10.left_outcome,"""Right. No. Of course not."" He is a little disappointed in himself."
card.evg_company_orders_10.right,Sell them; share the coin
card.evg_company_orders_10.right_outcome,Hesse prints your figures. Pell is thrilled until he reads the headline.
card.evg_company_orders_11.text,COMPANY TO KEEPER STOP CLEARANCE ORDER OF YEAR 44 UNDER REVIEW STOP KEEPER TO REPORT NUMBER OF HULLFOLK VESSELS AT SUMMIT STOP
card.evg_company_orders_11.left,Report the true number
card.evg_company_orders_11.left_outcome,Forty-one. The wire goes to Ardent and does not come back.
card.evg_company_orders_11.right,Report 'variable; not counted'
card.evg_company_orders_11.right_outcome,"Vosk, later: ""Noted. It was a kind lie."""
card.evg_company_orders_12.text,"A commendation, Keeper! From the Board itself, for 'steady management of the summit'. I have had it framed. I have had two framed. One is for you."
card.evg_company_orders_12.left,Hang it in the toll office
card.evg_company_orders_12.left_outcome,Bargees read it while they wait. Some of them laugh.
card.evg_company_orders_12.right,Hang it in the inn
card.evg_company_orders_12.right_outcome,"Ilse hangs it behind the bar, upside down. It becomes a landmark."
card.evg_company_orders_13.text,"The Board asks whether the Keeper has had 'unsupervised contact' with the engineer's survey papers. For the record, I have already answered. I would like to know if I answered correctly."
card.evg_company_orders_13.left,You answered correctly
card.evg_company_orders_13.left_outcome,"""Good."" She does not say what she answered."
card.evg_company_orders_13.right,What did you answer?
card.evg_company_orders_13.right_outcome,"""No. I answered no."" She holds your eye."
card.evg_company_orders_14.text,The Board has reviewed the Keeper's decisions this quarter and finds them 'independent'. I should tell you that in the Board's vocabulary this is not a compliment. It is not yet a dismissal.
card.evg_company_orders_14.left,I serve the gate
card.evg_company_orders_14.left_outcome,"""The Board's view is that you serve the Board. Regrettably, it is also mine."""
card.evg_company_orders_14.right,I shall be less independent
card.evg_company_orders_14.right_outcome,"""Excellent."" He does not believe you, and does not need to."
card.evg_company_orders_15.text,Vosk asked me today whether I keep copies. I said no. I kept a copy of her asking. I don't know why I do this. Should I burn them? All of them? Tell me to.
card.evg_company_orders_15.left,Burn them
card.evg_company_orders_15.left_outcome,He burns them in the telegraph stove. He keeps one. You both know.
card.evg_company_orders_15.right,Keep them somewhere safer
card.evg_company_orders_15.right_outcome,"""The Ledger? You mean the Ledger."" He does not wait for an answer."
card.evg_company_orders_16.text,COMPANY TO KEEPER STOP PROVIDE LIST OF TOWNSFOLK EMPLOYED AT LOCK WITH POLITICAL SYMPATHIES IF KNOWN STOP
card.evg_company_orders_16.left,"Send the list, sympathies blank"
card.evg_company_orders_16.left_outcome,Names without opinions. Ardent files it anyway.
card.evg_company_orders_16.right,Sympathies are not the Company's business
card.evg_company_orders_16.right_outcome,Ilse hears you refused. The town hears Ilse.
card.evg_company_orders_17.text,"The Courier has printed that Halfway's Superintendent 'presides over a slow decline'. Slow, Keeper. Decline. I would like a record week to answer it. I would like it very much."
card.evg_company_orders_17.left,Give him his record week
card.evg_company_orders_17.left_outcome,Boats through at all hours. The gauge pays for it.
card.evg_company_orders_17.right,Answer him with a letter instead
card.evg_company_orders_17.right_outcome,Pell writes nine pages. Hesse prints one paragraph.
card.evg_company_orders_18.text,The Board proposes closing the summit to Hullfolk moorings 'pending review'. It asks for the Keeper's recommendation. You will find I have not given mine. I am waiting for yours.
card.evg_company_orders_18.left,Recommend against
card.evg_company_orders_18.left_outcome,"""Noted."" A pause. ""So have I."""
card.evg_company_orders_18.right,Recommend closure
card.evg_company_orders_18.right_outcome,"""Noted."" Nothing else. Pell is delighted."
card.evg_company_orders_19.text,"I shall be at the summit for a week, observing. The Board's view is that observation improves performance. My own view is that it improves reports. Do carry on."
card.evg_company_orders_19.left,Carry on exactly as usual
card.evg_company_orders_19.left_outcome,"A week of being watched. Nothing changes, which he notes."
card.evg_company_orders_19.right,"Show him the town, too"
card.evg_company_orders_19.right_outcome,"He drinks at the Wheel once, stiffly. Ilse charges him double."
card.evg_company_orders_20.text,"Something odd on the wire tonight: Ardent to Vosk, numbers only, forty groups. Not the traffic code. Not any code I know. I've never seen her get one like it. She burned it. She never burns anything."
card.evg_company_orders_20.left,Did you keep a copy?
card.evg_company_orders_20.left_outcome,"""I shouldn't have. Yes."" Forty groups you cannot read. Yet."
card.evg_company_orders_20.right,Not our business
card.evg_company_orders_20.right_outcome,"""No. No, of course."" He looks at the stove."
card.evg_hullfolk_01.text,We hold three moorings below the Reach that the charter men have chained off for 'their timber'. There is no timber. We ask the gate whether a chain is a wall.
card.evg_hullfolk_01.left,Cut the chain
card.evg_hullfolk_01.left_outcome,"""Then the gate is a gate today."""
card.evg_hullfolk_01.right,The Company's chain stays
card.evg_hullfolk_01.right_outcome,"""We remember chains. We have a long list."""
card.evg_hullfolk_02.text,The town says a Hullfolk boy stole a ham from the Company store. He did. He's nine. The store's man wants him in the Book. The old man wants him fed. I want him to run faster.
card.evg_hullfolk_02.left,The ham is paid for; no Book
card.evg_hullfolk_02.left_outcome,You pay for a ham. The boy learns nothing and eats well.
card.evg_hullfolk_02.right,"In the Book, as anyone"
card.evg_hullfolk_02.right_outcome,The boy is in the Book. The Reach is very quiet about it.
card.evg_hullfolk_03.text,"The old woman on the gunwale sings a verse as your boat passes. A river, a hill, a door that closed. She stops when she sees you listening, and smiles, and does not start again."
card.evg_hullfolk_03.left,Ask her to go on
card.evg_hullfolk_03.left_outcome,"""Another day. The river has more verses than I have breath."""
card.evg_hullfolk_03.right,Nod and move on
card.evg_hullfolk_03.right_outcome,She sings again when your back is turned.
card.evg_hullfolk_04.text,"A Hullfolk boat is fishing the chamber itself, nets down, while the gate is closed for the night. The fish, they say, gather at the paddles. The Book says the chamber is not a fishery."
card.evg_hullfolk_04.left,Nets up by first bell
card.evg_hullfolk_04.left_outcome,They are. The fish are shared. Some come to your door.
card.evg_hullfolk_04.right,Nets up now
card.evg_hullfolk_04.right_outcome,"They haul in, slowly, watching you."
card.evg_hullfolk_05.text,The Reach is buying ale from a Sorrel barge instead of me. I don't blame them; I'd rather they bought mine. The moot wants the Sorrel barge told to move. It's moored on Company water.
card.evg_hullfolk_05.left,Move the barge
card.evg_hullfolk_05.left_outcome,Ilse sells more ale. The Reach drinks less of it.
card.evg_hullfolk_05.right,Anyone may moor
card.evg_hullfolk_05.right_outcome,"""Anyone. Right. Remember that when it's the Company's barge."""
card.evg_hullfolk_06.text,A charter man has been at the Reach with a measuring chain. He measured our boats. Nobody measures a boat that is going to stay. We ask what the gate knows.
